Age,Weight_kg,target_derm,age_squared,weight_zscore_by_breed,age_weight_interaction,breed_is_other,is_vaccinated,has_parasite_history,has_chronic_illness,has_allergies,has_skin_history,has_heart_history,has_dental_issues,has_kidney_history,has_surgery_history,no_previous_conditions,chronic_conditions_count,has_fever,has_diarrhea,has_weight_loss,has_pain,has_coughing,has_lethargy,has_weakness,has_vomiting,has_anorexia,has_sneezing,has_pains,has_loss_of_appetite,has_death,has_depression,has_lameness,has_nasal_discharge,has_uteria_inertia,has_fetopelvic_dispropotion,has_malpresentation,has_swelling,has_blindness,has_dehydration,has_dyspnea,has_difficulty_in_breathing,has_dullness,has_poor_appetite,has_skin_rashes,has_difficulty_breathing,has_emaciation,has_ruffled_feathers,gi_symptoms_count,respiratory_symptoms_count,systemic_symptoms_count,neurological_symptoms_count,dermatological_symptoms_count,total_symptoms_count,fever_and_diarrhea,fever_and_vomiting,weightloss_and_anorexia,pain_and_vomiting,coughing_and_sneezing,weakness_and_weightloss,breed_grouped_beagle,breed_grouped_boxer,breed_grouped_bulldog,breed_grouped_german shepherd,breed_grouped_golden retriever,breed_grouped_labrador retriever,breed_grouped_mixed breed,breed_grouped_poodle,breed_grouped_rottweiler,breed_grouped_yorkshire terrier,age_bucket_puppy,age_bucket_adult,age_bucket_senior,ruta_imagen
6.0,37.7,0,36.0,0.4403617195471412,226.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,train\Healthy\HEALTHY_015_jpg.rf.d80ffff106ed3c939751f3a54fd4dfd7.jpg
5.2,40.2,1,27.040000000000003,0.9222732856280578,209.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\demodicosis\1-53-_png_jpg.rf.d5d8ff95c9db2c91725c990ad223b106.jpg
5.5,21.9,0,30.25,-0.0577126680545569,120.45,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_279_jpg.rf.dbd76eb11c0b34f3a3f76fc6b8aaca04.jpg
0.5,30.8,0,0.25,-0.8027097654133966,15.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,train\Healthy\HEALTHY_047_jpg.rf.c7c631800b57499cd302b8bd3d681dba.jpg
12.7,42.1,0,161.29,1.1955973844563514,534.67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\047_jpg.rf.3622dd44ec2437ad7ebb655bcb8dadc2.jpg
10.6,45.0,1,112.36,1.7554953195778542,477.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Dermatitis\HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000479_png_jpg.rf.57dda82c1734008740c8d7df316dcdda.jpg
0.9,10.0,0,0.81,-1.1248638768803931,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,train\Healthy\HEALTHY_005_jpg.rf.291f8cd8481e8d9ac40e6378120a3af3.jpg
4.4,45.0,1,19.360000000000003,1.7554953195778542,198.00000000000003,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,train\demodicosis\P37_png_jpg.rf.e51a03fbbc046f11ef9d27296e29fbb9.jpg
12.3,33.2,1,151.29000000000002,1.2374568867368578,408.36000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,train\ringworm\1000010503_x16_jpg.rf.b6266edf75db7d4a700e346e473ca6a9.jpg
0.8,15.0,0,0.6400000000000001,-1.5639013616033868,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,train\Healthy\HEALTHY_057_jpg.rf.0b70878e8b415cb0698d7e9793c3eaad.jpg
5.5,3.7,0,30.25,-1.226421630448986,20.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,train\Healthy\dogs_007_jpg.rf.d34956e3dbd3c5335ffdeeef5c41b8ae.jpg
1.2,8.0,0,1.44,0.9869931488788528,9.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,train\Healthy\HEALTHY_008_jpg.rf.93f636ff26d30d20c1f05b6529eecd0f.jpg
9.9,21.7,0,98.01,-0.2508048045799942,214.83,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,train\Healthy\images-27_jpg.rf.ff79c9d6fbb91d57d5767fd3cc5237b3.jpg
1.6,3.9,0,2.5600000000000005,-1.187699792099138,6.24,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,train\Healthy\pic46_jpg.rf.9d8d9647c5037d1f9638a3bc4dc4c074.jpg
5.3,19.4,0,28.09,-0.7329446955272994,102.82,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,5,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_275_jpg.rf.b19635b47a2168b7a7c91e8fad8113a0.jpg
2.0,45.0,0,4.0,1.6461349756701886,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,train\Healthy\890_jpg.rf.9b753d65e4befd4c0c3a435e2e121e71.jpg
3.2,32.3,0,10.240000000000002,-0.5324768339002369,103.36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,train\Healthy\pic3_jpg.rf.e135cb398d33135e2934307e5783df65.jpg
12.0,29.9,0,144.0,-0.9648495243212932,358.79999999999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\Blog-Hero-1_jpg.rf.7f28e73ab60c6f9b38e214a07aeb2ee7.jpg
8.8,42.8,1,77.44000000000001,1.2781817925245973,376.64,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,train\demodicosis\2024-05-13-155521_1_jpg.rf.d049417d9a0ce5e7549b78c8f1ef37cf.jpg
1.0,9.8,0,1.0,-1.1452287110495074,9.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,train\Healthy\HEALTHY_040_jpg.rf.5df7c47868712037cd1b3a8dca8aec87.jpg
4.9,15.0,0,24.010000000000005,-1.5639013616033868,73.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,5,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_029_jpg.rf.edfcc1fbd322324f26466656853335a8.jpg
9.7,25.0,0,94.09,-1.461020825804551,242.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,5,0,0,0,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\636_jpg.rf.8c5053ff6ff61c7ef9d3bd3e41d9b33c.jpg
0.7,18.3,0,0.4899999999999999,-0.7980944994704736,12.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,train\Healthy\dogs_016_jpg.rf.87da0d7de1e546a5cdb0894583cdca67.jpg
10.9,7.7,0,118.81,0.7650696682481626,83.93,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,5,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,train\Healthy\dogs_119_jpg.rf.6ca3950b0a8aaabf88633eae8c865aa3.jpg
5.7,23.3,0,32.49,0.2649066309024619,132.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,train\Healthy\HEALTHY_043_jpg.rf.45095770d192f760f0807861bcbdaceb.jpg
4.6,7.6,1,21.16,0.7810940996390536,34.959999999999994,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,train\ringworm\WIN_20240514_17_25_32_Pro_jpg.rf.ef688423652292cf43b601074f79afbf.jpg
7.6,33.4,0,57.76,-0.1560153891851605,253.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,1,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\HEALTHY_024_jpg.rf.3218681ed5c5f3f3011f630badbb2f19.jpg
13.2,41.1,0,174.23999999999998,1.0402395943826146,542.52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\images-27_jpg.rf.ff79c9d6fbb91d57d5767fd3cc5237b3.jpg
6.0,16.4,0,36.0,-1.2582978585644942,98.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,5,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_139_jpg.rf.a3bcb9912e40ebb2b27b275316c28fac.jpg
9.9,28.4,0,98.01,1.3611607389117324,281.16,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,train\Healthy\dogs_154_jpg.rf.ecddab83d018f753bcdcdd117644c11e.jpg
9.6,22.9,0,92.16,0.1605755484017952,219.84,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,train\Healthy\HEALTHY_037_jpg.rf.d97b6f2edcbc7c9b6f8c8be98dd88d8a.jpg
7.1,19.4,1,50.41,-0.7329446955272994,137.73999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,train\ringworm\ringworm-103-_jpg.rf.4c33b93db310d45192037d0635fd8b8a.jpg
2.9,22.7,1,8.41,0.1683030928583603,65.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,train\demodicosis\1-39-_png_jpg.rf.2b4f2a69db8d1a6b317425862f36eaf9.jpg
1.6,26.6,0,2.5600000000000005,0.9682419492902988,42.56,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_279_jpg.rf.1cabdb74dc75a7a4a1e9c35221d340b8.jpg
7.9,19.8,0,62.41,-0.4791941603585929,156.42000000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,train\Healthy\HEALTHY_011_jpg.rf.d046d1850b7b73ce886f2cb971bb8290.jpg
3.2,7.0,0,10.240000000000002,0.4053489781841861,22.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,train\Healthy\HEALTHY_039_jpg.rf.6ec5d9720275ea3822fd8d8d6d86aab4.jpg
13.9,42.8,0,193.21,1.304347837507967,594.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\dogs_236_jpg.rf.2fc45a11d8d1a1377e5cef6774015558.jpg
2.9,33.1,0,8.41,-0.2026227262072812,95.99,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,5,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,train\Healthy\dogs_004_jpg.rf.9c588ed9de6fb6a18cac979019da5020.jpg
1.7,34.4,0,2.89,-0.1904472138348816,58.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,train\Healthy\Image_24_jpg.rf.0b7763c46c7aadd6db409a03ad33a2cb.jpg
4.7,32.9,1,22.090000000000003,-0.233694284222029,154.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01666_jpg.rf.dd62dd31d17405e151c49ecf65090020.jpg
1.7,28.1,0,2.89,1.2956742739748273,47.77,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\mota-ru-cute-dog-1477384405_jpg.rf.a9b675506bd30852784c1dbea73bf9d3.jpg
15.0,45.0,0,225.0,1.7427234946057353,675.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,5,0,0,1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,train\Healthy\HEALTHY_050_jpg.rf.72a7d23b8e98bdfb1029590e7d81856e.jpg
13.8,23.3,0,190.44000000000003,0.2293975953657031,321.54,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,train\Healthy\HEALTHY_049_jpeg_jpg.rf.83a10948ed1ddd30996b9656f8b9e26f.jpg
6.4,35.8,0,40.96000000000001,0.1701939273985186,229.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\Healthy\pic24_jpg.rf.3428d46fe9e9791cdc93c6e41db75882.jpg
2.6,8.3,0,6.760000000000001,1.1414174358087024,21.58,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,train\Healthy\Image_14_jpg.rf.d6cf06b8edf683d688d15b747dfdc6b9.jpg
8.6,25.0,0,73.96,-1.8339130066657272,215.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,train\Healthy\HEALTHY_025_jpg.rf.41b3a41f8a26b2c6a4eec6c7d6413ee9.jpg
14.2,41.6,0,201.64,1.142967341481358,590.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\images-34_jpg.rf.ce55179ceef0ed5375f094560cc12645.jpg
1.9,28.6,0,3.61,1.3916878290977737,54.34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,train\Healthy\pic17_jpg.rf.5df1675cd8b7f39a9ea69e580f1f8e2a.jpg
11.4,42.6,0,129.96,1.323122629156798,485.64,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\dogs_083_jpg.rf.becc0266d2e68e4d3dd113d25fb127d7.jpg
11.9,18.8,0,141.61,-0.6917943864331801,223.72000000000003,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,train\Healthy\dogs_236_jpg.rf.2fc45a11d8d1a1377e5cef6774015558.jpg
9.2,29.0,1,84.63999999999999,1.2794652840788434,266.79999999999995,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,train\ringworm\436770000_474575525363319_4064234022423729288_n_jpg.rf.cb0746107f61b9989d186ec5d70f4858.jpg
13.5,32.5,0,182.25,-0.5226371081304779,438.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,5,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,train\Healthy\pic32_jpg.rf.a015e7ee20fd16dabdc0fba1cc63d60b.jpg
2.8,26.1,0,7.839999999999999,0.8590978410621228,73.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_087_jpg.rf.e4178ed04c4ef4c8d1cae08d17a8f8f5.jpg
15.0,12.6,0,225.0,-0.8601210326819082,189.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,train\Healthy\dogs_172_jpg.rf.32a7ffd3ff0e783bff2e023b55d7a211.jpg
3.6,30.7,0,12.96,-0.7015344196402639,110.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_143_jpg.rf.b2679ba40d374df0982a58afd90bd9aa.jpg
2.2,15.0,0,4.840000000000001,-1.5639013616033868,33.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,5,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,train\Healthy\Image_6_jpg.rf.fba299f4490b928377e2fcc8a52ecffa.jpg
12.4,32.2,0,153.76000000000002,-0.5504923626677799,399.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\dogs_279_jpg.rf.1cabdb74dc75a7a4a1e9c35221d340b8.jpg
3.9,33.3,0,15.21,-0.2571238897773553,129.86999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_164_jpg.rf.a0bf80b9d1177817a1d9e1ab7c9bb284.jpg
8.7,39.6,0,75.68999999999998,0.7826567661304774,344.52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\dogs_172_jpg.rf.faab0e30907c38d9ece9a51f42d703f4.jpg
13.4,37.7,0,179.56,0.4949554684521838,505.18000000000006,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,train\Healthy\images-42_jpg.rf.64ef419717fed4b22da42a096bc6e528.jpg
12.2,25.0,1,148.83999999999995,-1.8339130066657272,305.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,train\Dermatitis\hotspot-95-_jpg.rf.0e7e0bb9472ee070a33312d8aab4c0be.jpg
5.6,24.2,0,31.36,-1.5853070578635406,135.51999999999998,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,train\Healthy\dogs_134_jpg.rf.35ed6e38447aadb646c34f105ea48a8c.jpg
