AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,MedicalHistory_norm,Symptom_1_norm,Symptom_2_norm,Symptom_3_norm,Symptom_4_norm,Symptom_5_norm,target_derm
dog,bulldog,3.5,22.5,parasite history,lethargy,lethargy,dilation of duodenum,red diarrhea,sneezing,parasite history,lethargy,lethargy,dilation of duodenum,red diarrhea,sneezing,0
dog,labrador retriever,11.2,32.9,chronic illness,fever,sneezing,excession salivation,anorexia,anorexia,chronic illness,fever,sneezing,excession salivation,anorexia,anorexia,0
dog,german shepherd,7.6,32.3,chronic illness,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,chronic illness,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,0
dog,bulldog,6.8,20.9,previous heart condition,pain,weakness,weakness,vomiting,loss of tail tone,previous heart condition,pain,weakness,weakness,vomiting,loss of tail tone,0
dog,beagle,10.3,30.0,previous heart condition,diarrhea,coughing,slow growth,vomiting,blister,previous heart condition,diarrhea,coughing,slow growth,vomiting,blister,0
dog,yorkshire terrier,12.3,8.5,previous heart condition,anorexia,anorexia,pain,diarrhea,weakness,previous heart condition,anorexia,anorexia,pain,diarrhea,weakness,0
dog,german shepherd,8.9,40.1,parasite history,fever,diarrhea,bloody droping,abdominal discomfort,lethargy,parasite history,fever,diarrhea,bloody droping,abdominal discomfort,lethargy,0
dog,boxer,1.4,19.6,no previous conditions,fever,vomiting,fever,anorexia,recumbency,no previous conditions,fever,vomiting,fever,anorexia,recumbency,0
dog,labrador retriever,15.0,34.1,parasite history,bubbles in the mouth,diarrhea,fever,sneezing,pain on face,parasite history,bubbles in the mouth,diarrhea,fever,sneezing,pain on face,0
dog,beagle,9.6,19.1,previous kidney disease,diarrhea,vomiting,red eye,fever,anorexia,previous kidney disease,diarrhea,vomiting,red eye,fever,anorexia,0
dog,boxer,0.5,15.5,allergies,diffulty chewing,lethargy,vomiting,weight loss,reduced appetite,allergies,diffulty chewing,lethargy,vomiting,weight loss,reduced appetite,0
dog,rottweiler,5.9,43.1,parasite history,weight loss,sneezing,coughing,obscure lameness,sneezing,parasite history,weight loss,sneezing,coughing,obscure lameness,sneezing,0
dog,bulldog,3.8,31.9,skin conditions history,sores on lip,infection,sores on lower leg and teats,lesion,pain,skin conditions history,sores on lip,infection,sores on lower leg and teats,lesion,pain,1
dog,beagle,12.8,27.2,not vaccinated,fetopelvic dispropotion,uteria inertia,despression,death,pains,not vaccinated,fetopelvic dispropotion,uteria inertia,despression,death,pains,0
dog,labrador retriever,4.1,30.3,vaccinated,strong cough,pain,sneezing,weight loss,muscular spasms,vaccinated,strong cough,pain,sneezing,weight loss,muscular spasms,0
dog,mixed breed,4.1,40.0,previous heart condition,coughing,anorexia,coughing,vomiting,coughing,previous heart condition,coughing,anorexia,coughing,vomiting,coughing,0
dog,labrador retriever,9.3,44.1,no previous conditions,depression,loss of appetite,pains,loss of appetite,fever,no previous conditions,depression,loss of appetite,pains,loss of appetite,fever,0
dog,mixed breed,13.3,31.4,dental issues,coughing,lethargy,weight loss,pain,weakness,dental issues,coughing,lethargy,weight loss,pain,weakness,0
dog,beagle,8.6,25.9,skin conditions history,fever,wound lesion,excess salivary,difficult in walking,pain,skin conditions history,fever,wound lesion,excess salivary,difficult in walking,pain,1
dog,bulldog,3.6,23.6,no previous conditions,sneezing,abortion,anoxeria,labored breathing,weight loss,no previous conditions,sneezing,abortion,anoxeria,labored breathing,weight loss,0
dog,boxer,12.5,20.5,allergies,skin may thicken,weight loss,lethargy,weight loss,fever,allergies,skin may thicken,weight loss,lethargy,weight loss,fever,1
dog,mixed breed,4.9,29.8,parasite history,weight loss,vomiting,vomiting,sneezing,swelling,parasite history,weight loss,vomiting,vomiting,sneezing,swelling,0
dog,mixed breed,15.0,21.0,previous kidney disease,weight loss,lethargy,coughing,lethargy,excess salivary,previous kidney disease,weight loss,lethargy,coughing,lethargy,excess salivary,0
dog,beagle,11.1,17.1,recent surgery,fever,diarrhea,enteritis,weight loss,stomach  cramps,recent surgery,fever,diarrhea,enteritis,weight loss,stomach cramps,0
dog,bulldog,11.8,25.9,allergies,vomiting,lethargy,lethargy,weakness,fast breathing,allergies,vomiting,lethargy,lethargy,weakness,fast breathing,0
dog,rottweiler,12.3,39.7,no previous conditions,lethargy,sneezing,weight loss,sneezing,sneezing,no previous conditions,lethargy,sneezing,weight loss,sneezing,sneezing,0
dog,poodle,2.6,9.6,dental issues,fever,diarrhea,coughing,lethargy,blue eye,dental issues,fever,diarrhea,coughing,lethargy,blue eye,0
dog,poodle,2.4,9.8,dental issues,fever,diarrhea,coughing,lethargy,blue eye,dental issues,fever,diarrhea,coughing,lethargy,blue eye,0
dog,yorkshire terrier,13.3,5.0,previous heart condition,loss of appetite,swelling,nasal discharge,blindness,lethargy,previous heart condition,loss of appetite,swelling,nasal discharge,blindness,lethargy,0
dog,boxer,6.8,18.4,previous kidney disease,wound lesion,fever,diarrhea,pain,vomiting,previous kidney disease,wound lesion,fever,diarrhea,pain,vomiting,1
dog,boxer,14.1,18.4,allergies,overweight,loss of appetite,ruffled feathers,depression,diarrhea,allergies,overweight,loss of appetite,ruffled feathers,depression,diarrhea,0
dog,rottweiler,5.5,26.8,allergies,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,allergies,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,0
dog,boxer,5.0,21.1,not vaccinated,fever,diarrhea,weight loss,sneezing,weakness,not vaccinated,fever,diarrhea,weight loss,sneezing,weakness,0
dog,golden retriever,6.9,34.6,recent surgery,pain,fever,slow growth,weight loss,coughing,recent surgery,pain,fever,slow growth,weight loss,coughing,0
dog,beagle,5.1,19.0,allergies,bleeding from the nose,fever,anorexia,sneezing,lethargy,allergies,bleeding from the nose,fever,anorexia,sneezing,lethargy,0
dog,rottweiler,6.3,40.6,parasite history,diarrhea,constant pacing,fever,weakness,weakness,parasite history,diarrhea,constant pacing,fever,weakness,weakness,0
dog,golden retriever,12.2,38.6,recent surgery,dilation of duodenum,sneezing,pain,diarrhea,weakness,recent surgery,dilation of duodenum,sneezing,pain,diarrhea,weakness,0
dog,labrador retriever,14.2,41.6,not vaccinated,droopy wings,gasping,coughing,mild weakness,twisted neck,not vaccinated,droopy wings,gasping,coughing,mild weakness,twisted neck,0
dog,golden retriever,0.5,42.9,allergies,diarrhea,sneezing,fever,inability to absorb nutrients,fever,allergies,diarrhea,sneezing,fever,inability to absorb nutrients,fever,0
dog,mixed breed,0.9,8.7,allergies,difficulty in breathing,death,fever,pains,lethargy,allergies,difficulty in breathing,death,fever,pains,lethargy,0
dog,bulldog,3.9,22.8,previous kidney disease,fever,loss of appetite,lameness,rump,weight loss,previous kidney disease,fever,loss of appetite,lameness,rump,weight loss,0
dog,german shepherd,6.1,37.5,not vaccinated,skin rashes,dry scabs,lameness,small and yellow bumps,swelling,not vaccinated,skin rashes,dry scabs,lameness,small and yellow bumps,swelling,1
dog,bulldog,0.5,21.9,parasite history,pain,weight loss,weakness,vomiting,weight loss,parasite history,pain,weight loss,weakness,vomiting,weight loss,0
dog,golden retriever,6.9,42.2,recent surgery,asymptomatic,coughing,body stiffness,coughing,sneezing,recent surgery,asymptomatic,coughing,body stiffness,coughing,sneezing,0
dog,yorkshire terrier,9.5,8.0,previous heart condition,anorexia,pain,coughing,mouth lesion,lethargy,previous heart condition,anorexia,pain,coughing,mouth lesion,lethargy,1
dog,mixed breed,11.0,31.4,parasite history,lethargy,vomiting,pain,fever,red and inflammation ear,parasite history,lethargy,vomiting,pain,fever,red and inflammation ear,0
dog,mixed breed,1.3,10.7,not vaccinated,stop eating,stop drinking,change their normal behaviour,diarrhea,pains,not vaccinated,stop eating,stop drinking,change their normal behaviour,diarrhea,pains,0
dog,beagle,9.0,29.3,parasite history,sneezing,pain,anorexia,weight loss,coughing,parasite history,sneezing,pain,anorexia,weight loss,coughing,0
dog,poodle,1.0,10.0,recent surgery,cell damage,lethargy,bluish white opacity,coughing,fever,recent surgery,cell damage,lethargy,bluish white opacity,coughing,fever,0
dog,bulldog,5.7,24.7,chronic illness,achomotrica,lethargy,grinding teeth,weight loss,coughing,chronic illness,achomotrica,lethargy,grinding teeth,weight loss,coughing,0
dog,rottweiler,2.8,45.0,previous kidney disease,sneezing,diarrhea,lethargy,sensitive to touch,lethargy,previous kidney disease,sneezing,diarrhea,lethargy,sensitive to touch,lethargy,0
dog,yorkshire terrier,12.6,6.8,previous kidney disease,lethargy,reduce feed,lying down,thicked skin,pain,previous kidney disease,lethargy,reduce feed,lying down,thicked skin,pain,1
dog,boxer,4.4,24.2,parasite history,strong cough,diarrhea,weakness,fever,coughing,parasite history,strong cough,diarrhea,weakness,fever,coughing,0
dog,german shepherd,1.3,31.0,no previous conditions,sneezing,sudden death,coughing,weight loss,lethargy,no previous conditions,sneezing,sudden death,coughing,weight loss,lethargy,0
dog,mixed breed,12.7,13.2,vaccinated,foul smelling,dullness,dirty,stained wool,tail shaking,vaccinated,foul smelling,dullness,dirty,stained wool,tail shaking,0
dog,bulldog,6.8,18.4,skin conditions history,weight loss,weight loss,anorexia,weight loss,sneezing,skin conditions history,weight loss,weight loss,anorexia,weight loss,sneezing,1
dog,beagle,5.0,26.2,previous heart condition,milky hard,weight loss,weight loss,lethargy,restless movement,previous heart condition,milky hard,weight loss,weight loss,lethargy,restless movement,0
dog,poodle,4.1,7.2,skin conditions history,lethargy,sneezing,lethargy,pain,lethargy,skin conditions history,lethargy,sneezing,lethargy,pain,lethargy,1
dog,beagle,3.7,13.8,recent surgery,swollen,testical pain,itches,tenderness,bloody discharge,recent surgery,swollen,testical pain,itches,tenderness,bloody discharge,1
dog,golden retriever,8.5,28.2,skin conditions history,diarrhea,paresis,vomiting,pain,weight loss,skin conditions history,diarrhea,paresis,vomiting,pain,weight loss,1
dog,bulldog,4.3,21.9,previous kidney disease,weight loss,diarrhea,weight loss,pain,vomiting,previous kidney disease,weight loss,diarrhea,weight loss,pain,vomiting,0
dog,boxer,8.0,27.9,previous kidney disease,sneezing,vomiting,weakness,loss of earing,pain,previous kidney disease,sneezing,vomiting,weakness,loss of earing,pain,0
dog,mixed breed,8.4,31.2,previous kidney disease,bloody diarhhea,depression,dullness,death,weakness,previous kidney disease,bloody diarhhea,depression,dullness,death,weakness,0
dog,beagle,2.3,19.0,previous heart condition,pain,anorexia,weight loss,uncharacteristic hiding,diarrhea,previous heart condition,pain,anorexia,weight loss,uncharacteristic hiding,diarrhea,0
dog,golden retriever,3.7,39.9,parasite history,vomiting,enteritis,outstretched neck,diarrhea,fever,parasite history,vomiting,enteritis,outstretched neck,diarrhea,fever,0
dog,labrador retriever,6.3,31.7,previous heart condition,diarrhea,bloody in feather,vomiting,sneezing,coughing,previous heart condition,diarrhea,bloody in feather,vomiting,sneezing,coughing,0
dog,beagle,11.0,18.9,not vaccinated,weakness,lethargy,difficulty diagnosis,sneezing,lethargy,not vaccinated,weakness,lethargy,difficulty diagnosis,sneezing,lethargy,0
dog,german shepherd,7.1,44.1,no previous conditions,weakness,sneezing,sneezing,weakened legs,diarrhea,no previous conditions,weakness,sneezing,sneezing,weakened legs,diarrhea,0
dog,german shepherd,6.7,29.4,not vaccinated,poor coat apperence,diarrhea,vomiting,weight loss,dehydration,not vaccinated,poor coat apperence,diarrhea,vomiting,weight loss,dehydration,0
dog,poodle,13.8,4.0,not vaccinated,diarrhea,vomiting,anorexia,diarrhea,pain,not vaccinated,diarrhea,vomiting,anorexia,diarrhea,pain,0
dog,beagle,14.7,24.6,vaccinated,fever,coughing,weakness,vomiting,vomiting,vaccinated,fever,coughing,weakness,vomiting,vomiting,0
dog,beagle,1.8,25.3,chronic illness,stop eating,stop drinking,change their normal behaviour,weight loss,pains,chronic illness,stop eating,stop drinking,change their normal behaviour,weight loss,pains,0
dog,german shepherd,5.8,41.1,not vaccinated,skin rashes,small and yellow bumps,swelling,dry scabs,lameness,not vaccinated,skin rashes,small and yellow bumps,swelling,dry scabs,lameness,1
dog,poodle,6.2,6.0,dental issues,fever,coughing,cessation of eructation,weakness,coughing,dental issues,fever,coughing,cessation of eructation,weakness,coughing,0
dog,golden retriever,4.1,41.4,skin conditions history,diarrhea,coughing,pain,anorexia,anorexia,skin conditions history,diarrhea,coughing,pain,anorexia,anorexia,1
dog,mixed breed,5.7,8.4,dental issues,sneezing,coughing,lying down,twitching,vomiting,dental issues,sneezing,coughing,lying down,twitching,vomiting,1
dog,beagle,1.8,14.3,allergies,fever,loss of  appetite,reduce energy,lameness,swelling of joints,allergies,fever,loss of appetite,reduce energy,lameness,swelling of joints,0
dog,boxer,7.7,17.4,chronic illness,diarrhea,sneezing,anorexia,weakness,sneezing,chronic illness,diarrhea,sneezing,anorexia,weakness,sneezing,0
dog,golden retriever,5.7,39.8,previous kidney disease,swelling on thebody,sneezing,watery diarrhea dispropotion,fever,diarrhea,previous kidney disease,swelling on thebody,sneezing,watery diarrhea dispropotion,fever,diarrhea,0
dog,german shepherd,3.7,34.8,skin conditions history,diarrhea,fever,diarrhea,anorexia,weakness,skin conditions history,diarrhea,fever,diarrhea,anorexia,weakness,1
dog,golden retriever,1.3,32.7,recent surgery,fever,anoxeria,weight loss,lethargy,pain,recent surgery,fever,anoxeria,weight loss,lethargy,pain,0
dog,yorkshire terrier,13.8,5.3,not vaccinated,pain,discomfort,grinding teeth,diarrhea,dry or dull hair,not vaccinated,pain,discomfort,grinding teeth,diarrhea,dry or dull hair,0
dog,beagle,8.3,24.2,parasite history,lethargy,pain,discharge,lethargy,lethargy,parasite history,lethargy,pain,discharge,lethargy,lethargy,0
dog,mixed breed,11.2,28.6,allergies,weakness,rubbing eye,anorexia,vomiting,sneezing,allergies,weakness,rubbing eye,anorexia,vomiting,sneezing,0
dog,rottweiler,1.4,33.8,chronic illness,pain,fever,sneezing,anorexia,weight loss,chronic illness,pain,fever,sneezing,anorexia,weight loss,0
dog,labrador retriever,2.9,34.7,not vaccinated,radip onset,stiff,muscle trembling,weakness,death,not vaccinated,radip onset,stiff,muscle trembling,weakness,death,0
dog,yorkshire terrier,10.3,6.4,not vaccinated,vomiting,lethargy,vomiting,sneezing,weight loss,not vaccinated,vomiting,lethargy,vomiting,sneezing,weight loss,0
dog,poodle,0.5,3.9,vaccinated,fever,sneezing,pain,coughing,pain,vaccinated,fever,sneezing,pain,coughing,pain,0
dog,yorkshire terrier,6.1,6.3,dental issues,coughing,vomiting,diarrhea,weight loss,unusally thin,dental issues,coughing,vomiting,diarrhea,weight loss,unusally thin,0
dog,bulldog,3.9,18.9,previous heart condition,fever,sour throat,abnormalities,muscle aches,mortality,previous heart condition,fever,sour throat,abnormalities,muscle aches,mortality,0
dog,golden retriever,9.2,33.5,not vaccinated,discharge from eyes,redness of eye,blindness,scartches,pains,not vaccinated,discharge from eyes,redness of eye,blindness,scartches,pains,0
dog,boxer,2.5,27.7,dental issues,nausea,indigestion,constipation,abdminal pain,diarrhea,dental issues,nausea,indigestion,constipation,abdominal pain,diarrhea,0
dog,beagle,12.2,18.4,recent surgery,fever,enteritis,stomach  cramps,diarrhea,weight loss,recent surgery,fever,enteritis,stomach cramps,diarrhea,weight loss,0
dog,bulldog,8.9,23.0,parasite history,sudden death,lethargy,pain,coughing,fluif filled blisters,parasite history,sudden death,lethargy,pain,coughing,fluif filled blisters,0
dog,bulldog,3.5,16.7,chronic illness,diarrhea,pain,difficulty swallowing,anorexia,vomiting,chronic illness,diarrhea,pain,difficulty swallowing,anorexia,vomiting,0
dog,yorkshire terrier,14.9,5.8,recent surgery,indigestion,abdminal pain,constipation,diarrhea,nausea,recent surgery,indigestion,abdominal pain,constipation,diarrhea,nausea,0
dog,labrador retriever,14.6,30.5,allergies,pain,lethargy,weakness,sneezing,weight loss,allergies,pain,lethargy,weakness,sneezing,weight loss,0
dog,german shepherd,10.4,29.6,recent surgery,fever,swelling,loss of appetite,anorexia,weight loss,recent surgery,fever,swelling,loss of appetite,anorexia,weight loss,0
dog,boxer,2.9,16.5,allergies,swelling of udder,change in milk,swollen,tender to touch,pain,allergies,swelling of udder,change in milk,swollen,tender to touch,pain,0
dog,mixed breed,11.8,12.5,chronic illness,vomitting,pneumonia,lession on the skin,jaundice,pain,chronic illness,vomitting,pneumonia,lession on the skin,jaundice,pain,1
dog,yorkshire terrier,15.0,4.2,not vaccinated,fleece become thin,sneezing,sneezing,stamping and pedding of hind eye,fever,not vaccinated,fleece become thin,sneezing,sneezing,stamping and pedding of hind eye,fever,0
dog,german shepherd,5.4,35.5,recent surgery,loss of appetite,closed eyes,diarrhea,ruffled feathers,thirst,recent surgery,loss of appetite,closed eyes,diarrhea,ruffled feathers,thirst,0
dog,yorkshire terrier,9.8,3.0,previous heart condition,distended chest,skin colour change,inflammed eye,anorexia,vomiting,previous heart condition,distended chest,skin colour change,inflammed eye,anorexia,vomiting,1
dog,rottweiler,9.1,37.6,parasite history,vomiting,anorexia,weight loss,lethargy,raw,parasite history,vomiting,anorexia,weight loss,lethargy,raw,0
dog,golden retriever,8.9,29.9,chronic illness,pain,diarrhea,pain,weight loss,loss of consciousness,chronic illness,pain,diarrhea,pain,weight loss,loss of consciousness,0
dog,beagle,3.9,16.6,allergies,fever,anorexia,lession on cat skin,weakness,fever,allergies,fever,anorexia,lession on cat skin,weakness,fever,1
dog,mixed breed,5.1,7.6,allergies,weight loss,coughing,sloughing of the tail,diarrhea,fever,allergies,weight loss,coughing,sloughing of the tail,diarrhea,fever,0
dog,boxer,0.5,25.9,parasite history,puffed_up feather,anorexia,weight loss,diarrhea,diarrhea,parasite history,puffed_up feather,anorexia,weight loss,diarrhea,diarrhea,0
dog,golden retriever,2.7,32.9,recent surgery,fever,dark colored bloody,incoordination,difficulty in breathing,terminal convulsion,recent surgery,fever,dark colored bloody,incoordination,difficulty in breathing,terminal convulsion,0
dog,german shepherd,12.8,41.8,recent surgery,death,pain,weakness,blue straws,restlessness,recent surgery,death,pain,weakness,blue straws,restlessness,0
dog,german shepherd,13.1,41.0,dental issues,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,dental issues,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,0
dog,yorkshire terrier,3.0,7.5,no previous conditions,weight loss,egg production decreases,drooling,excess salivation,vomiting,no previous conditions,weight loss,egg production decreases,drooling,excess salivation,vomiting,0
dog,german shepherd,14.2,41.0,allergies,fever,diarrhea,coughing,tiredness,pains,allergies,fever,diarrhea,coughing,tiredness,pains,0
dog,boxer,7.7,26.1,previous kidney disease,weakness,weakness,pain,mild colic,fever,previous kidney disease,weakness,weakness,pain,mild colic,fever,0
dog,bulldog,2.8,17.2,parasite history,lethargy,weight loss,high temperature,fever,indigestion,parasite history,lethargy,weight loss,high temperature,fever,indigestion,0
dog,bulldog,3.1,22.9,parasite history,coughing,weight loss,diarrhea,weight loss,lethargy,parasite history,coughing,weight loss,diarrhea,weight loss,lethargy,0
dog,mixed breed,7.7,5.0,recent surgery,pain,nausea,fever,weight loss,pain,recent surgery,pain,nausea,fever,weight loss,pain,0
dog,bulldog,11.1,22.3,not vaccinated,bloody droping,lethargy,fever,abdominal discomfort,diarrhea,not vaccinated,bloody droping,lethargy,fever,abdominal discomfort,diarrhea,0
dog,poodle,0.5,7.6,allergies,coughing,diarrhea,constant pacing,coughing,diarrhea,allergies,coughing,diarrhea,constant pacing,coughing,diarrhea,0
dog,poodle,11.0,6.8,previous heart condition,severe kerititis,conjunctive,discharge,iris prolapse,loss of eye,previous heart condition,severe kerititis,conjunctive,discharge,iris prolapse,loss of eye,0
dog,mixed breed,1.5,25.6,chronic illness,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,chronic illness,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,0
dog,yorkshire terrier,0.5,10.0,recent surgery,decreased eyelid,pain,lack of walking,coughing,anorexia,recent surgery,decreased eyelid,pain,lack of walking,coughing,anorexia,0
dog,golden retriever,3.7,37.1,no previous conditions,vomiting,swolling of joint,vomiting,pain,weakness,no previous conditions,vomiting,swolling of joint,vomiting,pain,weakness,0
dog,bulldog,4.3,20.0,recent surgery,anorexia,sneezing,fever,pain,weakness,recent surgery,anorexia,sneezing,fever,pain,weakness,0
dog,german shepherd,9.9,42.7,allergies,halitosis,coughing,air sacculitis,weight loss,enteritis,allergies,halitosis,coughing,air sacculitis,weight loss,enteritis,0
dog,labrador retriever,1.2,35.2,skin conditions history,abortion at the end of gestation,fatigue,weak calves,join pains,swelling of internal organs,skin conditions history,abortion at the end of gestation,fatigue,weak calves,join pains,swelling of internal organs,1
dog,yorkshire terrier,9.7,9.5,not vaccinated,fever,diarrhea,swelling,weight loss,pain,not vaccinated,fever,diarrhea,swelling,weight loss,pain,0
dog,labrador retriever,0.5,30.8,no previous conditions,weight loss,anorexia,coughing,fever,dark colored bloody,no previous conditions,weight loss,anorexia,coughing,fever,dark colored bloody,0
dog,german shepherd,12.7,38.2,recent surgery,anorexia,weakness,coughing,lethargy,diarrhea,recent surgery,anorexia,weakness,coughing,lethargy,diarrhea,0
dog,mixed breed,6.9,15.3,skin conditions history,hyperexcitability,muscular spasms,gums,death,pains,skin conditions history,hyperexcitability,muscular spasms,gums,death,pains,1
dog,bulldog,3.3,26.5,not vaccinated,fever,swelling of face or leg,poor appetite,depression,pains,not vaccinated,fever,swelling of face or leg,poor appetite,depression,pains,0
dog,yorkshire terrier,13.3,3.5,previous kidney disease,coughing,vomiting,weight loss,sneezing,lethargy,previous kidney disease,coughing,vomiting,weight loss,sneezing,lethargy,0
dog,labrador retriever,15.0,35.1,parasite history,weakness,pain,animal become lame,anorexia,coughing,parasite history,weakness,pain,animal become lame,anorexia,coughing,0
dog,boxer,6.6,24.7,previous kidney disease,anorexia,weakness,weight loss,fever,sneezing,previous kidney disease,anorexia,weakness,weight loss,fever,sneezing,0
dog,rottweiler,2.0,42.5,recent surgery,lethargy,weakness,coughing,fluffed feather,coughing,recent surgery,lethargy,weakness,coughing,fluffed feather,coughing,0
dog,beagle,9.7,22.0,previous heart condition,tear production,fever,dizziness and fainting,fever,sneezing,previous heart condition,tear production,fever,dizziness and fainting,fever,sneezing,0
dog,bulldog,7.1,23.7,chronic illness,lethargy,vomiting,diarrhea,coughing,lethargy,chronic illness,lethargy,vomiting,diarrhea,coughing,lethargy,0
dog,yorkshire terrier,2.2,7.2,chronic illness,fever,distress,trembling,staggering,convulsion,chronic illness,fever,distress,trembling,staggering,convulsion,0
dog,beagle,3.5,28.0,chronic illness,sneezing,anorexia,sneezing,blood in faces,sneezing,chronic illness,sneezing,anorexia,sneezing,blood in faces,sneezing,0
dog,poodle,3.0,5.1,not vaccinated,jaundice,loss of appetite,rough hair coat,coughing,death,not vaccinated,jaundice,loss of appetite,rough hair coat,coughing,death,0
dog,labrador retriever,9.6,31.0,parasite history,loss in weight,emaciation,loss of appetite,weakness,diarrhoea,parasite history,loss in weight,emaciation,loss of appetite,weakness,diarrhoea,0
dog,poodle,8.0,4.5,no previous conditions,coughing,weakness,ulcer,weight loss,diarrhea,no previous conditions,coughing,weakness,ulcer,weight loss,diarrhea,1
dog,mixed breed,0.5,21.9,parasite history,diarrhea,lethargy,weakness,fever,pain,parasite history,diarrhea,lethargy,weakness,fever,pain,0
dog,rottweiler,9.0,32.7,recent surgery,fever,depression,small intestines,death,flock moratality,recent surgery,fever,depression,small intestines,death,flock moratality,0
dog,bulldog,4.6,27.8,parasite history,lethargy,vomiting,sneezing,fever,sneezing,parasite history,lethargy,vomiting,sneezing,fever,sneezing,0
dog,german shepherd,1.0,45.0,allergies,muscus,weight loss,diarrhea,fever,death,allergies,muscus,weight loss,diarrhea,fever,death,0
dog,beagle,4.8,22.4,skin conditions history,sneezing,terminal convulsion,weakness,pharyngitis,vomiting,skin conditions history,sneezing,terminal convulsion,weakness,pharyngitis,vomiting,1
dog,golden retriever,8.6,25.0,previous heart condition,weight loss,coughing,coughing,sneezing,weight loss,previous heart condition,weight loss,coughing,coughing,sneezing,weight loss,0
dog,beagle,2.4,32.1,recent surgery,fever,loss of appetite,swollen teats,lameness in affected leg,depression,recent surgery,fever,loss of appetite,swollen teats,lameness in affected leg,depression,0
dog,mixed breed,3.5,13.5,recent surgery,pain,congestion,pain,pain,lethargy,recent surgery,pain,congestion,pain,pain,lethargy,0
dog,poodle,4.2,8.5,not vaccinated,loss od appetite,wheezing,seizuers,skin rashes,fatique,not vaccinated,loss od appetite,wheezing,seizuers,skin rashes,fatique,1
dog,golden retriever,11.2,40.9,dental issues,anorexia,lethargy,anorexia,anorexia,weakness,dental issues,anorexia,lethargy,anorexia,anorexia,weakness,0
dog,golden retriever,9.4,31.8,previous kidney disease,tail_bobbing,anorexia,coughing,coughing,diarrhea,previous kidney disease,tail_bobbing,anorexia,coughing,coughing,diarrhea,0
dog,mixed breed,4.7,11.5,allergies,weakness,hyper sensitivity,loss of appetite,nervousness,excitability,allergies,weakness,hyper sensitivity,loss of appetite,nervousness,excitability,0
dog,poodle,11.5,5.8,chronic illness,weakness,anorexia,discharge from ear,pain,pain,chronic illness,weakness,anorexia,discharge from ear,pain,pain,0
dog,german shepherd,10.8,42.4,vaccinated,nasal discharge,swelling on leg,broken bones,nasal discharge,painfull,vaccinated,nasal discharge,swelling on leg,broken bones,nasal discharge,painfull,0
dog,poodle,7.2,4.3,chronic illness,lethargy,lethargy,weakness,weakness,stumbling,chronic illness,lethargy,lethargy,weakness,weakness,stumbling,0
dog,yorkshire terrier,10.6,5.6,previous kidney disease,coughing,sneezing,weight loss,fever,weight loss,previous kidney disease,coughing,sneezing,weight loss,fever,weight loss,0
dog,bulldog,3.9,20.2,chronic illness,vomiting,diarrhea,nausea,fever,stomach cramps,chronic illness,vomiting,diarrhea,nausea,fever,stomach cramps,0
dog,rottweiler,4.1,43.3,previous heart condition,weakness,vomiting,lethargy,anorexia,diarrhea,previous heart condition,weakness,vomiting,lethargy,anorexia,diarrhea,0
dog,golden retriever,3.4,38.3,not vaccinated,fever,anorexia,diarrhea,dizziness,skin lesion,not vaccinated,fever,anorexia,diarrhea,dizziness,skin lesion,1
dog,rottweiler,5.7,41.1,chronic illness,vomiting,vomiting,pox lession on skin,fatique,weight loss,chronic illness,vomiting,vomiting,pox lession on skin,fatique,weight loss,1
dog,yorkshire terrier,2.9,8.6,recent surgery,diarrhea,pain,sneezing,weight loss,weight loss,recent surgery,diarrhea,pain,sneezing,weight loss,weight loss,0
dog,rottweiler,2.1,43.5,no previous conditions,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,no previous conditions,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,0
dog,poodle,8.1,6.9,recent surgery,weight loss,weight loss,weakness,anorexia,swelling on leg,recent surgery,weight loss,weight loss,weakness,anorexia,swelling on leg,0
dog,boxer,12.1,27.4,not vaccinated,experiencing changes in weight,pain and bloating,burning ache or pain,vomiting,loss of appetite,not vaccinated,experiencing changes in weight,pain and bloating,burning ache or pain,vomiting,loss of appetite,0
dog,rottweiler,5.7,40.8,chronic illness,weight loss,vomiting,vomiting,diarrhea,weight loss,chronic illness,weight loss,vomiting,vomiting,diarrhea,weight loss,0
dog,german shepherd,11.2,35.9,dental issues,swelling on leg,painfull,nasal discharge,broken bones,nasal discharge,dental issues,swelling on leg,painfull,nasal discharge,broken bones,nasal discharge,0
dog,poodle,7.2,7.0,dental issues,weakness,head ache,anorexia,lethargy,papules appear on teats anad udder,dental issues,weakness,head ache,anorexia,lethargy,papules appear on teats anad udder,1
dog,german shepherd,12.1,45.0,allergies,fever,animal become lame,prostrat,painfull swalling,lameness,allergies,fever,animal become lame,prostrat,painfull swalling,lameness,0
