AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
dog,beagle,8.2,27.5,skin conditions history,stripped remiges,less feather growth,ruffled feathers,defienciency in vitamin,diarrhea
dog,rottweiler,11.9,43.5,allergies,lepatomegaly,splenomegaly,vomiting,swollen,shaking oh head
dog,labrador retriever,7.3,32.4,dental issues,lethargy,bloody diarrhea,vomiting,dehydration,anorexia
dog,mixed breed,0.5,34.0,no previous conditions,pain,coughing,difficulty in walking,lethargy,lethargy
dog,boxer,1.7,28.1,previous heart condition,fever,difficulty breathing,thrist and urination,weight loss,enlarged lymph nodes or swelling
dog,boxer,3.3,16.2,previous kidney disease,change in milk,pain,tender to touch,swelling of udder,swollen
dog,yorkshire terrier,1.9,6.4,previous kidney disease,anorexia,coughing,coughing,sneezing,sneezing
dog,labrador retriever,6.4,27.0,allergies,defienciency in vitamin,weight loss,pain,diarrhea,fever
dog,labrador retriever,15.0,34.8,no previous conditions,coughing,coughing,pain,lethargy,pain
dog,bulldog,12.7,21.7,skin conditions history,weakness,coughing,fever,vomiting,sneezing
dog,rottweiler,3.8,35.4,recent surgery,anorexia,dyspnea,fever,coughing,lethargy
dog,mixed breed,9.1,31.1,skin conditions history,sour throat,coughing,weakness,diarrhea,blister
dog,yorkshire terrier,11.0,4.1,recent surgery,fever,dullness,skin rashes,pains,dullness
dog,rottweiler,14.9,45.0,dental issues,diarrhea,darkened skin,fever,coughing,vomiting
dog,yorkshire terrier,5.7,3.0,previous heart condition,excessive eye watering,fever,diarrhea,pain,pain
dog,rottweiler,10.8,27.5,no previous conditions,loss of appetite,diarrhea,ruffled feathers,weight loss,inability to absorb nutrients
dog,rottweiler,6.1,35.9,allergies,coughing,coughing,weakness,sneezing,nervous
dog,rottweiler,7.8,45.0,dental issues,pain,weight loss,sneezing,pain,fever
dog,german shepherd,3.0,28.8,chronic illness,difficulty breathing,unable to exercise,eye and skin change,fever,poor appetite
dog,bulldog,10.1,21.0,skin conditions history,pain,sneezing,"facial swelling,",weight loss,pain
dog,bulldog,6.6,18.1,skin conditions history,fever,eyeproblem,liver disease,loss of appetite,nuerological
dog,rottweiler,16.2,43.2,previous kidney disease,loss of appetite,swelling,nasal discharge,blindness,lethargy
dog,beagle,5.0,20.7,recent surgery,egg production decreases,stunted growth,blindness,distinctive bumps,facial swelling
dog,bulldog,10.8,23.8,previous kidney disease,loss of appetite,nasal discharge,fever,depression,ear infection
dog,german shepherd,6.2,37.3,no previous conditions,weight loss,weekness,attacks,coughing,bleeding wounds
dog,mixed breed,6.8,17.9,no previous conditions,head tossing,weakness,weight loss,sneezing,barren ewes
dog,bulldog,6.0,23.8,no previous conditions,weakness,vomiting,weakness,coughing,vomiting
dog,yorkshire terrier,14.6,8.0,recent surgery,fever,diarrhea,coughing,vomiting,enlarged lymph nodes or swelling
dog,golden retriever,11.5,32.7,dental issues,bloody in feather,vomiting,weight loss,anorexia,pain
dog,rottweiler,11.7,32.3,no previous conditions,pain,weakness,sneezing,vomiting,fever
dog,mixed breed,5.7,9.8,recent surgery,abdominal pain,diarrhea,malpresentation,shock,anorexia
dog,bulldog,7.4,15.1,previous kidney disease,swollen,red-colored,hot udder,milk getting out more watery,milk getting out more thick
dog,poodle,2.7,3.1,no previous conditions,sheep often bites,fleece become thin,loss of wool,death,pains
dog,mixed breed,10.7,23.7,dental issues,loss of powder down,lethargy,fever,lethargy,lethargy
dog,yorkshire terrier,5.0,6.5,previous heart condition,weakness,vomiting,weight loss,anorexia,droopy wings
dog,yorkshire terrier,12.7,3.6,allergies,fever,dullness,dullness,skin rashes,pains
dog,bulldog,11.6,20.6,dental issues,lethargy,abdominal discomfort,bloody droping,diarrhea,fever
dog,bulldog,6.3,27.3,previous heart condition,anorexia,diarrhea,rub,vomiting,weakness
dog,rottweiler,2.0,34.8,parasite history,testical pain,anorexia,inability to absorb nutrients,congestion,anorexia
dog,bulldog,10.7,27.2,parasite history,fever,diarrhea,abdominal pain,stiffness,severe weekness and depression
dog,mixed breed,9.6,15.9,chronic illness,pain,eye disharge,rapid heart rate,vomiting,vomiting
dog,rottweiler,9.7,30.4,recent surgery,scratches,pain,anorexia,coughing,retained placenda
dog,yorkshire terrier,7.4,6.6,recent surgery,facial swelling,coughing,vomiting,pain,anorexia
dog,labrador retriever,6.9,31.8,previous heart condition,lession on cat skin,profuse,smell,coughing,fever
dog,labrador retriever,8.1,26.7,not vaccinated,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss
dog,german shepherd,7.6,41.6,not vaccinated,diarrhea,loss of wariness,anorexia,dribbling of saliva,vomiting
dog,beagle,10.8,18.8,previous kidney disease,fever,abnormal behaviour,weight loss,pneumonia,stand with head droping
dog,beagle,1.4,16.4,dental issues,tremor,viability,coughing,anorexia,weight loss
dog,labrador retriever,8.6,31.2,allergies,limping,sneezing,fever,inflammed eye,depression
dog,golden retriever,10.5,34.2,parasite history,weakness,fever,coughing,black stool,vomiting
dog,golden retriever,12.9,38.9,not vaccinated,weight loss,continuous loss of weight,diarrhea,weight loss,sneezing
dog,golden retriever,10.4,40.2,vaccinated,difficulty swallowing,cough,difficulty swallowing,gasping for air,extending its neck
dog,labrador retriever,7.0,30.0,allergies,fever,diarrhea,vomiting,weight loss,dehydration
dog,mixed breed,12.1,21.5,chronic illness,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,german shepherd,4.4,42.4,not vaccinated,weight loss,pain,weight loss,anorexia,semen examination
dog,german shepherd,10.3,42.9,recent surgery,air sacculitis,halitosis,coughing,enteritis,weight loss
dog,golden retriever,4.6,32.8,dental issues,lethargy,fever,lethargy,weakness,weakness
dog,labrador retriever,2.1,41.2,previous heart condition,skin ulcer,chills,fever,swollen and painfull,exhaustion
dog,poodle,3.8,7.5,not vaccinated,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,german shepherd,1.6,31.6,chronic illness,pain,anorexia,lession on the skin,fever,weight loss
dog,bulldog,7.2,17.0,skin conditions history,fever,loss of appetite,eyeproblem,liver disease,nuerological
dog,mixed breed,7.7,28.1,previous kidney disease,bloody diarhhea,depression,dullness,death,weakness
dog,poodle,2.0,3.2,recent surgery,sneezing,coughing,coughing,diarrhea,coughing
dog,mixed breed,2.1,5.8,dental issues,hemopytsis,diarrhea,asymptomatic,death,epistaxis
dog,boxer,14.4,22.1,no previous conditions,shortness of breath.,fatigue,chirping,loss of appetite,swollen abdomen
dog,german shepherd,9.1,27.8,previous heart condition,stop eating,stop drinking,change their normal behaviour,depression,pains
dog,bulldog,13.2,24.8,parasite history,watering diarrhea,depression,emaciation,ruffled coat,lethargy
dog,boxer,6.0,30.0,previous kidney disease,fever,weight loss,fever,diarrhea,lethargy
dog,mixed breed,13.1,13.2,skin conditions history,vomiting,vomiting,anorexia,sneezing,anorexia
dog,boxer,15.0,19.6,recent surgery,diarrhea,pain,diarrhea,back pain,scartching ear
dog,labrador retriever,13.7,37.3,recent surgery,coughing,lethargy,pain,diarrhea,anorexia
dog,bulldog,3.5,26.1,chronic illness,fever,diarrhea,vomiting,blood from mouth,shock
dog,german shepherd,8.7,32.1,recent surgery,swollen lymph nodes,difficulty walking,watery stool,lethargy,vaginal discharge
dog,golden retriever,6.3,40.7,parasite history,pain,coughing,green dropping,weight loss,fever
dog,bulldog,8.8,22.6,parasite history,lethargy,despression,weakness,pain,weakness
dog,bulldog,9.1,14.7,vaccinated,coughing,fever,lethargy,difficulty breathing,sneezing
dog,mixed breed,11.4,26.4,dental issues,difficulty swallowing,gasping for air,gasping for breath,extending its neck,gasping for breath
dog,german shepherd,8.4,32.1,parasite history,weakness,lethargy,weight loss,sneezing,weight loss
dog,german shepherd,7.9,34.4,allergies,shortness of breath,vomiting,diarrhea,anorexia,frequent eye infections
dog,boxer,1.3,20.1,vaccinated,diarrhea,anorexia,fever,weight loss,lethargy
dog,labrador retriever,2.9,25.0,no previous conditions,sneezing,pain,staggering,weight loss,sneezing
dog,rottweiler,3.5,35.7,allergies,weight loss,vomiting,weight loss,diarrhea,sneezing
dog,mixed breed,0.9,8.0,allergies,fever,difficulty in breathing,lethargy,death,pains
dog,yorkshire terrier,11.4,6.1,allergies,fever,difficulty in breathing,lethargy,death,pains
dog,beagle,6.1,29.8,vaccinated,loss of milk production,vomiting,sneezing,diarrhea,sneezing
dog,labrador retriever,6.5,36.0,recent surgery,urination problem,vomiting,coughing,pain,weakness
dog,golden retriever,2.7,38.9,no previous conditions,weight loss,vomiting,sneezing,diarrhea,short stature
dog,boxer,14.6,16.6,previous heart condition,overweight,ruffled feathers,diarrhea,loss of appetite,depression
dog,bulldog,3.9,22.4,previous kidney disease,fever,diarrhea,vomiting,stomach cramps,nausea
dog,golden retriever,15.0,34.9,previous heart condition,anorexia,weight loss,anorexia,weight loss,coughing
dog,labrador retriever,15.0,37.3,dental issues,fever,facial swelling,swelling,coughing,pain
dog,german shepherd,5.6,45.0,previous kidney disease,fever,weakness,excess sleeping,fever,pain
dog,poodle,5.4,7.0,recent surgery,anorexia,weight loss,anorexia,cough,fever
dog,poodle,11.8,5.4,vaccinated,diarrhea,anorexia,coughing,fever,coughing
dog,golden retriever,6.9,45.0,not vaccinated,loss of appetite,diarrhea,ruffled feathers,thirst,closed eyes
dog,bulldog,7.3,19.4,no previous conditions,coughing,sneezing,fever,weakness,sneezing
dog,mixed breed,9.9,10.7,allergies,swelling on leg,painfull,nasal discharge,broken bones,nasal discharge
dog,bulldog,4.2,23.6,dental issues,unable to urinate,lightheadedness,droopiness,rectal bleeding,swollen abdomen
dog,boxer,11.2,24.9,vaccinated,vomiting,fever,sneezing,pain,inability of swalllon feeding
dog,boxer,2.7,29.4,dental issues,constipation,diarrhea,nausea,indigestion,abdminal pain
dog,mixed breed,1.4,11.8,not vaccinated,stop eating,pains,change their normal behaviour,diarrhea,stop drinking
dog,german shepherd,6.4,39.8,chronic illness,stillbirth,abortion,pain,mummification,weak kids
dog,rottweiler,2.4,38.2,chronic illness,fever,nasal discharge,respiratory distress,pox lesion,pain
dog,golden retriever,9.1,26.7,skin conditions history,straining,diarrhea,vomiting,weight loss,blindness
dog,labrador retriever,10.4,39.4,not vaccinated,diarrhea,fever,pain,lethargy,anorexia
dog,labrador retriever,9.9,40.3,skin conditions history,lethargy,haemorrhage,coughing,diarrhea,vomiting
dog,mixed breed,4.8,17.8,previous heart condition,sneezing,fever,twisted neck,loss of alertness,diarrhea
dog,labrador retriever,10.6,45.0,chronic illness,skin color change,crusty,scaly skin,irritation,blister
dog,yorkshire terrier,5.1,9.6,recent surgery,fever,wasting,fever,diarrhea,anorexia
dog,bulldog,8.7,24.1,not vaccinated,fever,diarrhea,enteritis,weight loss,stomach  cramps
dog,poodle,3.9,10.0,vaccinated,anorexia,swollen eyelids,flatulence,weakness,vomiting
dog,german shepherd,0.5,30.2,previous heart condition,anorexia,facial muscle twitching,diarrhea,diarrhea,fever
dog,german shepherd,5.8,29.6,dental issues,balance problem,abdominal destention,neck paralysis,weight loss,pains
dog,rottweiler,2.5,37.0,chronic illness,fever,nasal discharge,respiratory distress,pox lesion,pain
dog,german shepherd,10.8,39.5,previous heart condition,coughing,coughing,lethargy,bloody diarhhea,diarrhea
dog,yorkshire terrier,9.5,6.4,previous kidney disease,lethargy,vomiting,dizzines,weakness,fever
dog,poodle,2.1,9.1,skin conditions history,pain,vomiting,sneezing,diarrhea,fever
dog,labrador retriever,2.8,28.7,chronic illness,radip onset,stiff,muscle trembling,weakness,death
dog,boxer,11.6,19.1,no previous conditions,vomiting,coughing,sneezing,vomiting,shallow breathing
dog,golden retriever,8.1,43.8,dental issues,pain,anorexia,pain,bad breath,anorexia
dog,boxer,9.0,19.4,vaccinated,vomiting,coughing,pain,coughing,weakness
dog,german shepherd,11.9,36.4,previous kidney disease,stop eating,stop drinking,change their normal behaviour,lameness,pains
dog,mixed breed,5.5,25.8,no previous conditions,fever,diarrhea,coughing,vomiting,anorexia
dog,bulldog,8.4,24.5,vaccinated,weight loss,anorexia,vomiting,coughing,diarrhea
dog,bulldog,9.3,23.0,recent surgery,shortness of breath.,weight loss,weekness in the back legs,lethargy,vomiting
dog,mixed breed,0.7,14.6,allergies,fever,reduce growth,kid moratality,weakness,dullness
dog,bulldog,13.5,15.3,skin conditions history,difficulty in feeding,preening,weakness,beak overgrowth,anemia
dog,bulldog,3.9,19.6,skin conditions history,nausea,diarrhea,black stool,diarrhea,sneezing
dog,labrador retriever,6.5,33.1,no previous conditions,swollen,pain,lethargy,fever,loss of appetite
dog,golden retriever,14.4,26.2,previous kidney disease,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression
dog,poodle,6.9,4.9,no previous conditions,coughing,weight loss,pain,coughing,lethargy
dog,boxer,13.5,19.2,skin conditions history,nosebleed,trauma,mild weakness,nose picking,dry air
dog,golden retriever,9.0,29.7,not vaccinated,dull,fever,painfull swalling,diarrhea,vomiting
dog,mixed breed,14.2,27.4,chronic illness,fever,uncharacteristic hiding,depression,dehydration,stopped eat
dog,beagle,3.5,29.3,recent surgery,poor coat apperence,diarrhea,vomiting,weight loss,dehydration
dog,labrador retriever,4.2,44.4,allergies,fever,jaundice,pulmonary congestion,hemolytic anemia,hemoglobinuria
dog,bulldog,11.4,17.2,dental issues,paresis,paralysis,weakness,stomach cramps,diarrhea
dog,poodle,2.5,3.6,no previous conditions,sheep often bites,fleece become thin,loss of wool,death,pains
dog,poodle,12.1,3.0,previous kidney disease,anorexia,diarrhea,coughing,anorexia,coughing
dog,mixed breed,10.1,24.4,chronic illness,scabs on feet,redness,trachea,thickening of skin,pains
dog,boxer,14.5,28.4,skin conditions history,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight,pain and bloating
dog,mixed breed,5.8,11.9,chronic illness,vomiting,sneezing,anorexia,sneezing,weakness
dog,bulldog,8.4,15.1,chronic illness,vomiting,vomiting,sneezing,lethargy,anorexia
dog,beagle,9.7,20.4,no previous conditions,diarrhea,folded ears,weight loss,weight loss,diarrhea
dog,mixed breed,1.2,25.4,recent surgery,weight loss,blue eye,coughing,eye ulcer,acting unnaturally tame
dog,beagle,7.0,21.0,previous kidney disease,lethargy,difficulty swallowing,sour throat,weakness,painfull to touch
dog,labrador retriever,12.4,32.2,parasite history,loss in weight,emaciation,loss of appetite,weakness,diarrhoea
dog,labrador retriever,5.9,31.5,recent surgery,wasting,sneezing,fever,lethargy,attacks
dog,yorkshire terrier,4.9,6.0,chronic illness,diarrhea,sneeze,weakness,pain,inability of swalllon feeding
dog,beagle,5.7,18.2,chronic illness,pain,stiff,weight loss,diarrhea,coughing
dog,bulldog,8.3,27.8,not vaccinated,fever,diarrhea,enteritis,weight loss,stomach  cramps
dog,poodle,12.5,3.5,dental issues,lame,swelling,diarrhea,drooping ears,fever
dog,boxer,15.0,16.3,no previous conditions,fever,tachypea,swelling of head and neck,anorexia,nasal discharge
dog,beagle,9.2,15.1,chronic illness,sneezing,pain,weight loss,sneezing,weight loss
dog,rottweiler,2.0,45.0,no previous conditions,gasping for air,gasping for breath,gasping for breath,extending its neck,difficulty swallowing
dog,bulldog,7.3,17.8,previous kidney disease,fever,anorexia,pain,pain,diarrhea
dog,golden retriever,9.4,41.4,dental issues,pains,loss of appetite,discomfort,bloody diarrhea,profuse
dog,bulldog,2.9,21.7,vaccinated,fever,chills,skin ulcer,exhaustion,swollen and painfull
dog,bulldog,5.8,28.7,parasite history,fever,loss of appetite,lameness,rump,weight loss
dog,golden retriever,13.7,35.3,dental issues,watering diarrhea,depression,emaciation,ruffled coat,lethargy
dog,golden retriever,2.6,26.8,skin conditions history,bloody discharge,sneezing,scabbing,passing of undigested food,sneezing
dog,yorkshire terrier,6.7,6.3,previous kidney disease,fever,lack of coordination,depression,salivation,facial paralysis
dog,mixed breed,8.7,8.5,previous kidney disease,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose
dog,german shepherd,0.7,35.4,not vaccinated,dyspnea,neurologic sign,coughing,depression,anorexia
dog,golden retriever,1.1,28.0,previous heart condition,fever,respiratory distress,occular discharge,mouth lesion,nasal discharge
dog,beagle,7.5,24.1,chronic illness,seizuers,convulsion,sneezing,weight loss,nasal discharge
dog,german shepherd,0.9,43.6,allergies,fever,diarrhea,muscus,weight loss,death
dog,mixed breed,2.7,20.5,skin conditions history,coughing,panting,"facial swelling,",production of mucus,fatigue
dog,rottweiler,8.5,42.4,parasite history,apathy,depression,dilation of duodenum,cloacal pasting,congestion
dog,boxer,10.7,16.4,no previous conditions,listless,difficulty in walking,grinding of teeth,blindness,ataxia
dog,bulldog,2.2,22.2,skin conditions history,extreme thirst,bloody discharge,loss of appetite,inability to fly,loss of wariness
dog,german shepherd,11.7,36.4,chronic illness,fever,difficultty in breathing,yellow eye,sneezing,diphtherictic
dog,bulldog,4.8,15.4,skin conditions history,coughing,anorexia,coughing,pain,shyness or aggression
dog,rottweiler,5.6,42.5,chronic illness,vomiting,anorexia,foot hot,fever,reduce lamp marking
dog,german shepherd,11.7,35.1,vaccinated,sneezing,anorexia,fever,dizziness and fainting,weight loss
dog,beagle,5.4,28.0,previous heart condition,tear production,coughing,pain,lethargy,diarrhea
dog,german shepherd,6.5,37.8,previous heart condition,sharp feather,lethargy,hematuria,weakness,weakness
dog,golden retriever,8.0,29.9,allergies,anorexia,pain,anorexia,diarrhea,sneezing
dog,poodle,12.8,8.1,vaccinated,pain,weakness,vomiting,ulcerated muscle,redness
dog,beagle,5.1,17.0,allergies,weakness,decreased stool production,distended stomach,heavy breathing,restless movement
dog,german shepherd,5.8,36.0,allergies,loss od appetite,weight loss,fever,sneezing,bad breath
dog,beagle,2.2,22.1,recent surgery,inappentence,diarrhea,tremors of the head,dehydration,weight loss
dog,yorkshire terrier,15.2,6.7,dental issues,fever,difficulty in breathing,dribbling of saliva,inability of swalllon feeding,moist and painfull
dog,labrador retriever,9.6,27.9,parasite history,loss in weight,emaciation,diarrhoea,loss of appetite,weakness
dog,yorkshire terrier,3.8,4.2,no previous conditions,fever,distinctive bumps,coughing,anorexia,gas or bloating
dog,bulldog,12.8,21.6,chronic illness,unable to exercise,eye and skin change,coughing,fever,difficulty breathing
dog,rottweiler,8.0,38.8,parasite history,weight loss,dark or black face,pain,fever,thrist and urination
dog,poodle,9.7,7.5,allergies,vomiting,pain,abortion,lethargy,difficult in respiration
dog,yorkshire terrier,4.7,7.8,dental issues,heavy breathing,yellow in beak,tail_bobbing,weakness,sleeping excessively
dog,german shepherd,5.8,34.7,chronic illness,sneezing,pain,pain,muscles ache,vomiting
dog,rottweiler,12.4,29.2,dental issues,loss of milk production,agalactia,fever,sloughing of the tail,reduce reproductive potential
dog,yorkshire terrier,7.1,6.2,parasite history,jaundice,pain,fatigue,weakness,lethargy
dog,german shepherd,2.7,36.4,chronic illness,weight loss,fever,lethargy,anorexia,vomiting
dog,mixed breed,9.0,8.0,no previous conditions,difficulty in feeding,preening,weakness,beak overgrowth,anemia
dog,boxer,10.3,26.9,skin conditions history,emaciation,edema in lower jaw,coughing,shivering,anemia
dog,german shepherd,13.8,35.7,skin conditions history,skin infection,secondary infection,coughing,depression,shaking oh head
dog,german shepherd,0.8,42.4,previous heart condition,fever,coughing,vomiting,sneezing,diarrhea
dog,bulldog,10.3,21.3,recent surgery,weakness,weakness,coughing,vomiting,diarrhea
dog,bulldog,2.0,22.5,skin conditions history,extreme thirst,bloody discharge,loss of appetite,inability to fly,loss of wariness
dog,bulldog,9.9,34.3,recent surgery,gasping,coughing,mild weakness,droopy wings,twisted neck
dog,yorkshire terrier,11.7,5.2,dental issues,fever,difficulty in breathing,lethargy,death,pains
dog,poodle,4.1,5.1,vaccinated,vomiting,fever,anorexia,anorexia,abdonormal discomfort
dog,bulldog,9.0,19.8,skin conditions history,egg production decreases,stunted growth,blindness,distinctive bumps,facial swelling
dog,mixed breed,2.1,12.6,previous kidney disease,anorexia,sneezing,sneezing,weakness,lethargy
dog,labrador retriever,12.7,35.3,recent surgery,limping,skin colour change,flabby,raw,sensitive to touch
dog,boxer,14.1,20.5,skin conditions history,nosebleed,trauma,mild weakness,nose picking,dry air
dog,german shepherd,12.6,36.2,recent surgery,coughing,pains,diarrhea,fever,tiredness
dog,yorkshire terrier,7.4,6.2,parasite history,vomiting,pain,carcass decomposes,pain,fever
dog,german shepherd,0.8,39.4,not vaccinated,dyspnea,neurologic sign,coughing,depression,anorexia
dog,rottweiler,7.2,34.8,no previous conditions,watery eyes,weight loss,coughing,coughing,greenish diarrhea
dog,poodle,9.9,3.7,recent surgery,lethargy,coughing,lethargy,weight loss,difficulty breathing
dog,yorkshire terrier,15.0,5.9,vaccinated,weakness,weakness,anorexia,vomiting,pain
dog,yorkshire terrier,6.9,6.2,skin conditions history,warm,sneezing,anorexia,vomiting,swollen eyelids
dog,labrador retriever,5.8,33.2,chronic illness,weight loss,coughing,muscus,terminal convulsion,sneezing
dog,german shepherd,14.2,31.5,vaccinated,skin color change,coughing,anorexia,anorexia,weight loss
dog,mixed breed,1.0,9.2,parasite history,fever,depression,small intestines,death,flock moratality
dog,beagle,6.6,23.1,previous heart condition,vomiting,pain,diarrhea,vomiting,anorexia
dog,rottweiler,10.6,25.5,not vaccinated,abscessess,septicemia,rhinitis,torticollis,pneumonia
dog,beagle,6.3,28.3,recent surgery,strong cough,runny nose,darkened skin,lethargy,loss of appettite
dog,yorkshire terrier,8.2,3.1,allergies,diarrhea,sneezing,weakness,weight loss,formation of vesicles
dog,rottweiler,14.8,29.1,not vaccinated,vomiting,pain,weight gain,diarrhea,pain
dog,golden retriever,0.8,40.4,skin conditions history,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose
dog,boxer,11.1,23.0,chronic illness,pain,weight loss,anorexia,sneezing,weight loss
dog,german shepherd,6.3,25.0,recent surgery,sneezing,fever,lethargy,diarrhea,vomiting
dog,bulldog,7.9,19.8,dental issues,coughing,cessation of eructation,decrease appetite,sneezing,pain
dog,labrador retriever,8.4,29.6,allergies,fever,inflammed eye,sneezing,depression,limping
dog,yorkshire terrier,1.0,9.5,previous heart condition,swelling on leg,painfull,poor appetite,broken bones,nasal discharge
dog,beagle,8.5,18.9,dental issues,swollen left abdomen,lying down,staggering,urination,extension of neck
dog,rottweiler,9.3,30.5,dental issues,heavy breathing,yellow in beak,tail_bobbing,weakness,sleeping excessively
dog,bulldog,8.9,16.1,parasite history,fever,lethargy,coughing,sneezing,difficulty breathing
dog,golden retriever,2.9,42.5,no previous conditions,fever,respiratory distress,seizuers,hyperesthesia,sudden death
dog,poodle,6.8,8.1,previous kidney disease,pain,moist and painfull,decreased growth of bone,weakness,fever
dog,labrador retriever,12.8,26.8,vaccinated,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness
dog,mixed breed,4.8,14.6,recent surgery,lack of walking,lack of flying,roughened,dehydration,pains
dog,rottweiler,5.1,45.0,parasite history,fever,poor coat condition,infection of the skin,weight loss,fatique
dog,german shepherd,8.8,45.0,skin conditions history,lethargy,pain,sneezing,coughing,lethargy
dog,bulldog,7.8,22.8,previous heart condition,weight loss,scaly patches of skin,regurgitation of food,pain,lethargy
dog,beagle,9.2,23.7,skin conditions history,fever,wound lesion,excess salivary,difficult in walking,pain
dog,bulldog,2.9,16.6,chronic illness,vomiting,diarrhea,vomiting,weakness,weakness
dog,german shepherd,13.1,43.3,previous kidney disease,fever,animal become lame,prostrat,painfull swalling,lameness
dog,beagle,10.4,24.7,chronic illness,diarrhea,coughing,weight loss,diarrhea,sneezing
dog,labrador retriever,12.1,32.3,no previous conditions,fever,loss of  appetite,coughing,lameness,swelling of joints
dog,poodle,7.9,7.6,vaccinated,anorexia,lethargy,diarrhea,vomiting,diarrhea
dog,mixed breed,2.3,12.3,dental issues,barren ewes,abortion,poor conformation,hairy fleeces,weight loss
dog,rottweiler,13.7,26.5,no previous conditions,mouth lesion,tiredness,sneezing,weight loss,anorexia
dog,mixed breed,12.7,21.4,no previous conditions,fever,lethargy,weakness,weight loss,lethargy
dog,mixed breed,3.1,37.4,not vaccinated,sneezing,pain,fever,anorexia,stunted growth
dog,mixed breed,1.4,15.6,previous heart condition,fever,diarrhea,sneezing,stiffness,severe weekness and depression
dog,boxer,15.0,17.1,not vaccinated,hemopytsis,pain,coughing,lethargy,weakness
dog,beagle,3.8,17.1,recent surgery,pain,ocular discharge,anorexia,weight loss,weakness
dog,bulldog,8.2,20.0,not vaccinated,weight loss,lethargy,weight loss,pain,anorexia
dog,poodle,6.6,6.5,skin conditions history,anorexia,vomiting,sneezing,vomiting,fever
dog,beagle,3.6,15.1,skin conditions history,swollen,testical pain,itches,bloody discharge,tenderness
dog,boxer,5.9,21.8,vaccinated,strong cough,runny nose,sneezing,lethargy,loss of appettite
dog,yorkshire terrier,8.4,4.0,recent surgery,weight loss,anorexia,diarrhea,lethargy,diarrhea
dog,beagle,3.0,18.1,parasite history,fever,lethargy,bottle jaw,weight loss,anorexia
dog,boxer,5.3,25.7,no previous conditions,swelling of udder,change in milk,swollen,tender to touch,pain
dog,boxer,3.0,15.6,not vaccinated,change in milk,tender to touch,swollen,swelling of udder,pain
dog,poodle,8.4,6.2,recent surgery,sneezing,weakness,anorexia,pain,diarrhea
dog,poodle,9.5,3.0,previous heart condition,oral lesion,weakness,weakness,sneezing,sneezing
dog,german shepherd,5.1,28.7,not vaccinated,nervousness,sneezing,foul breath,lethargy,coughing
dog,yorkshire terrier,8.7,3.4,no previous conditions,abnormal behaviour,stand with head droping,pneumonia,weight loss,fever
dog,mixed breed,5.8,21.0,skin conditions history,anorexia,coughing,weight loss,rapid pulse and heart rates,weight loss
dog,golden retriever,4.0,41.8,chronic illness,dyspnea,lethargy,nasal discharge,difficulty in breathing,coughing
dog,labrador retriever,10.4,44.5,parasite history,diarrhea,weight loss,fever,skinallergy,weight loss
dog,labrador retriever,10.1,25.4,previous kidney disease,fever,diarrhea,sneezing,coughing,lethargy
dog,rottweiler,4.3,37.7,not vaccinated,hair loss,dandruff,darkened skin,crusting of the skin,ulcerated skin
dog,beagle,11.2,15.6,no previous conditions,pain,weight loss,pain,vomiting,sneezing
dog,labrador retriever,9.1,33.0,not vaccinated,less feather growth,ruffled feathers,defienciency in vitamin,diarrhea,stripped remiges
dog,yorkshire terrier,0.5,6.9,chronic illness,weakness,anorexia,weight loss,pain,weakness
dog,bulldog,3.2,24.8,not vaccinated,fever,swelling of face or leg,poor appetite,depression,pains
dog,poodle,4.9,7.9,recent surgery,fever,poor coat condition,infection of the skin,weight loss,fatique
dog,labrador retriever,0.5,31.9,vaccinated,flatulence,pain,fever,ruffled coat,pain
dog,beagle,14.3,30.3,no previous conditions,no appp,vomiting,watering,lethargy,dehydration
dog,german shepherd,10.5,25.0,previous kidney disease,weakness,scartching ear,anorexia,nervousness,ear infection
dog,yorkshire terrier,7.1,4.3,not vaccinated,fever,fever,vomiting,nasal discharge,weakness
dog,beagle,11.1,30.0,parasite history,sneezing,pain,sneezing,fever,anorexia
dog,yorkshire terrier,0.5,6.1,vaccinated,vomiting,vomiting,fever,diarrhea,anorexia
dog,mixed breed,4.8,10.2,allergies,excitability,nervousness,loss of appetite,hyper sensitivity,weakness
dog,labrador retriever,12.9,34.1,no previous conditions,anorexia,lethargy,anorexia,stomatitis,diarrhea
dog,golden retriever,8.2,24.2,no previous conditions,fever,uncharacteristic hiding,depression,dehydration,stopped eat
dog,bulldog,15.0,20.2,dental issues,weight loss,tremor,diarrhea,short stature,weight loss
dog,boxer,8.0,18.5,parasite history,weakness,sneezing,polydipsa,weakness,fever
dog,golden retriever,13.2,34.7,previous kidney disease,diarrhea,anorexia,pain,anorexia,anorexia
dog,mixed breed,13.8,23.3,chronic illness,stopped eat,dehydration,uncharacteristic hiding,depression,fever
